Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
主,しゅ,shu,danh từ,chủ; bậc thầy; chủ nhân; cao thủ,,(one's) master; (one's) employer; (one's) lord,N1
守備,しゅび,shubi,động từ,biện hộ,,defense; defence,N1
主題,しゅだい,shudai,danh từ,đề tài; chủ đề; đối tượng; bộ môn,,subject; theme; motif,N1
主導,しゅどう,shudou,động từ,sáng kiến,,leadership; initiative; spearhead,N1
守衛,しゅえい,shuei,danh từ,tạp vụ; vệ binh; gác; canh phòng,,(security) guard; caretaker; janitor,N1
修行,しゅぎょう,shugyou,động từ,luyện tập; kỉ luật; học; du nhập,,training; practice; discipline,N1
手法,しゅほう,shuhou,danh từ,thủ pháp; kĩ thuật; thuật; phương pháp,,technique; method,N1
主人公,しゅじんこう,shujinkou,danh từ,anh hào; anh thư; hào kiệt; hảo hán,,protagonist; main character; hero,N1
種々,しゅじゅ,shuju,tính từ,đòi; đa dạng; lắm; nhiều,,various; a variety of; all kinds of,N1
主観,しゅかん,shukan,danh từ,chủ quan; đối tượng; cái tôi; đề tài,,subjectivity; subject (philosophical); ego,N1
主権,しゅけん,shuken,danh từ,chủ quyền,,sovereignty; supremacy; dominion,N1
出血,しゅっけつ,shukketsu,động từ,xuất huyết,,bleeding; haemorrhage; hemorrhage,N1
祝賀,しゅくが,shukuga,động từ,khánh; liên hoan,,celebration; congratulations,N1
宿命,しゅくめい,shukumei,danh từ,số phận; nhân duyên; số mệnh; số,,fate; destiny; predestination,N1
主任,しゅにん,shunin,danh từ,chủ; chóp bu; giám đốc; chủ nhiệm,,person in charge; senior staff; manager,N1
首脳,しゅのう,shunou,danh từ,trưởng; đầu; sỏ; trốc,,head; leader; top,N1
出費,しゅっぴ,shuppi,động từ,phí tổn; phí,,expenses; disbursements,N1
主催,しゅさい,shusai,động từ,giàn,,sponsorship (i.e. conducting under one's auspices); promotion; organizing,N1
趣旨,しゅし,shushi,danh từ,nghĩa; chấm; ý nghĩa; điểm,,meaning; point (e.g. of a statement); gist,N1
出産,しゅっさん,shussan,động từ,đẻ; sản xuất; sản lượng,,childbirth; (giving) birth; delivery,N1
出生,しゅっしょう,shusshou,động từ,đẻ,,birth,N1
主体,しゅたい,shutai,danh từ,nhân; nhơn; cốt; hạt nhân,,main constituent; core; nucleus,N1
出演,しゅつえん,shutsuen,động từ,dáng vẻ; dáng; hình dong; dáng điệu,,"appearance (in a film, play, TV show, etc.); performance",N1
出現,しゅつげん,shutsugen,động từ,dáng vẻ; dáng; hình dong; dáng điệu,,appearance; emergence; advent,N1
執着,しゅうちゃく,shuuchaku,động từ,phụ trương,,attachment; adhesion; insistence,N1
収益,しゅうえき,shuueki,danh từ,doanh thu; thu nhập; lương; tiến hành,,earnings; proceeds; returns,N1
襲撃,しゅうげき,shuugeki,động từ,công kích; xung kích; kích động; càn,,(surprise) attack; assault; raid,N1
就業,しゅうぎょう,shuugyou,động từ,công việc; việc làm; nghệ,,employment; starting work,N1
終日,しゅうじつ,shuujitsu,danh từ,cả ngày; suốt ngày,,all day; for a whole day,N1
集計,しゅうけい,shuukei,động từ,khớp,,totalization; totalisation; aggregation,N1
周期,しゅうき,shuuki,danh từ,chu kì; chu trình; kỉ; dấu chấm,,cycle; period,N1
収集,しゅうしゅう,shuushuu,động từ,đám; tuyển tập; quần thể; sưu tập,,collecting; accumulating; gathering,N1
収容,しゅうよう,shuuyou,động từ,chỗ ở; nhà đất; án tù; tù,,accommodation; taking in; receiving,N1
取材,しゅざい,shuzai,động từ,phỏng vấn; phóng,,"gathering material (for an article, novel, etc.); collecting information; covering (an event, incident, etc.)",N1
聳える,そびえる,sobieru,động từ,dâng; hiện; trỗi; lên,,"to rise (of a building, mountain, etc.); to tower; to soar",N1
素朴,そぼく,soboku,tính từ na,giản dị; ngây dại; ngây thơ; giản đơn,,simple; artless; naive,N1
措置,そち,sochi,động từ,đạc điền; lường; đo; đo đạt,,measure; step; action,N1
育ち,そだち,sodachi,danh từ,mụn,,growth; breeding,N1
添える,そえる,soeru,động từ,kèm; kèm theo; hộ tống; theo,,to garnish; to accompany (as a card does a gift),N1
ソックス,,sokkusu,danh từ,bít tất; vớ,,socks,N1
束縛,そくばく,sokubaku,động từ,kiềm; cùm; ách; xiềng,,restraint; restriction; fetters,N1
側面,そくめん,sokumen,danh từ,bên; bề; phía; vệ,,side; flank; profile,N1
促進,そくしん,sokushin,động từ,gia tốc,,promotion; acceleration; encouragement,N1
即する,そくする,sokusuru,động từ,vào; thuận,,to conform to; to agree with; to be adapted to,N1
即座に,そくざに,sokuzani,trạng từ,ngay lập tức; liền tay; lập tức; ngay tức thì,,immediately; right away; on the spot,N1
染まる,そまる,somaru,động từ,nhiễm trùng,,to be dyed,N1
染める,そめる,someru,động từ,màu; nhuộm; phẩm; ghi,,to dye; to colour; to color,N1
背く,そむく,somuku,động từ,bật; xâm phạm; lấn át,,to run counter to; to go against; to disobey,N1
備え付ける,そなえつける,sonaetsukeru,động từ,chi cấp; cung cấp; cung ứng; cấp dưỡng,,to provide; to furnish; to equip,N1
損失,そんしつ,sonshitsu,danh từ,tổn thất; thiệt hại; lỗ; mất mát,,"loss (of assets, profit, etc.)",N1
存続,そんぞく,sonzoku,động từ,thời lượng; thời hạn; trường độ,,continuance; survival; persistence,N1
ソロ,,soro,danh từ,diễn đơn,,solo,N1
反る,そる,soru,động từ,oằn; gò; canh; mái vòm,,to warp; to curve; to arch,N1
阻止,そし,soshi,động từ,trở lực; chướng ngại; check; trở ngại,,obstruction; prevention; hindrance,N1
訴訟,そしょう,soshou,động từ,vụ kiện; vừa; động thái; bộ đồ,,lawsuit; suit; (legal) action,N1
ソース,,sosu,danh từ,nước xốt; xốt; sốt,,sauce,N1
相場,そうば,souba,danh từ,giá chợ,,market price,N1
装備,そうび,soubi,động từ,khí tài; trang bị,,equipment,N1
壮大,そうだい,soudai,tính từ na,lộng lẫy; tráng lệ; trác tuyệt; linh đình,,magnificent; grand; majestic,N1
騒動,そうどう,soudou,động từ,náo loạn; bạo động; bạo loạn; bão,,riot; rebellion; turmoil,N1
総合,そうごう,sougou,động từ,tổng hoà; tổ hợp; chưởng cơ; đại tướng,,synthesis; combination; integration,N1
創刊,そうかん,soukan,động từ,cơ sở; nền; căn cơ; nền tảng,,"foundation (of a newspaper, magazine, etc.); starting; launching",N1
送金,そうきん,soukin,động từ,kiều hối,,remittance; sending money; transferring money,N1
早急,そうきゅう,soukyuu,tính từ na,khẩn trương; gấp rút; khẩn cấp; khẩn thiết,,immediate; prompt; quick,N1
遭難,そうなん,sounan,động từ,tai biến; ách nạn; nạn; tai hoạ,,(meeting with) disaster; (having an) accident; mishap,N1
相応,そうおう,souou,động từ,thích đáng; hợp; thích hợp; xứng,,suitable; appropriate; befitting,N1
創立,そうりつ,souritsu,động từ,đơn vị; đoàn thể; đầu quân; thể chế,,establishment; founding; organization,N1
捜索,そうさく,sousaku,động từ,dò dẫm; sạo sục; sục sạo; tìm,,search (esp. for someone or something missing); manhunt,N1
装飾,そうしょく,soushoku,động từ,cảnh,,ornament; decoration,N1
相対,そうたい,soutai,danh từ,họ hàng; thân nhân; người nhà,,relativity,N1
素材,そざい,sozai,danh từ,nguyên liệu; vật liệu; nguồn lực; chất liệu,,ingredient; (raw) material; resource,N1
素早い,すばやい,subayai,tính từ i,mau mắn; lẹ; lanh lẹ; lẹ làng,,quick; swift; nimble,N1
スチーム,,suchimu,danh từ,hơi nước; hơi; hấp; bung,,steam,N1
据える,すえる,sueru,động từ,để; đặt; định; bỏ,,to place (in position); to fix; to set (e.g. table),N1
据え付ける,すえつける,suetsukeru,động từ,thiết trí; cài đặt; lắp đặt; lắp,,to install; to equip; to mount,N1
推理,すいり,suiri,động từ,lí lẽ; lí trí,,reasoning; inference; deduction,N1
推進,すいしん,suishin,động từ,dong; lèo lái; lái; đưa,,propulsion; drive,N1
推測,すいそく,suisoku,động từ,phỏng đoán; đoán; giả thiết,,guess; conjecture,N1
健やか,すこやか,sukoyaka,tính từ na,oanh liệt; cứng cáp; mạnh; tích cực,,vigorous; healthy; sound,N1
救い,すくい,sukui,danh từ,giúp; giúp đỡ; trợ giúp; phụ,,help; rescue; aid,N1
済ます,すます,sumasu,động từ,hết; hoàn thành; hoàn tất; chung,,to finish; to get it over with; to conclude,N1
澄ます,すます,sumasu,động từ,thu dọn; dọn; cất; xoi,,to clear; to make clear,N1
スペース,,supesu,danh từ,không gian; khoảng; dung lượng; khoảng cách,,space; room,N1
スプリング,,supuringu,danh từ,xuân; lò xo; mùa xuân; tuyền,,(coil) spring,N1
スラックス,,surakkusu,danh từ,quần tây,,slacks,N1
裾,すそ,suso,danh từ,viền; nẹp; gấu; măng sét,,hem; (trouser) cuff; shirttail,N1
進み,すすみ,susumi,danh từ,tiến triển; vượt bậc; tiến tới; tấn tới,,progress,N1
スタジオ,,sutajio,danh từ,trường quay,,studio,N1
スト,,suto,danh từ,làm reo; kích động; bãi công; đình công,,strike (i.e. industrial action),N1
ストライキ,,sutoraiki,danh từ,làm reo; kích động; bãi công; đình công,,strike (i.e. industrial action),N1
ストロー,,sutoro,danh từ,ống hút; rơm; tranh,,drinking straw,N1
ストロボ,,sutorobo,danh từ,chớp; loáng; soi; loè,,stroboscope; strobe lamp; stroboscopic lamp,N1
崇拝,すうはい,suuhai,động từ,thờ; lễ bái; thờ cúng; tế tự,,worship; adoration; admiration,N1
束ねる,たばねる,tabaneru,động từ,bọc; tra; gói; chòm,,"to tie up in a bundle (e.g. straw, hair, bills, letters); to bundle; to sheathe",N1
立ち去る,たちさる,tachisaru,động từ,rời khỏi; khởi hành; ra khỏi; bỏ về,,to leave; to depart; to take one's leave,N1
立ち寄る,たちよる,tachiyoru,động từ,ghé; tạt; tấp,,to drop in (at); to drop by; to call at,N1
漂う,ただよう,tadayou,động từ,giạt; trôi; lênh đênh; linh đinh,,to drift; to float,N1
辿る,たどる,tadoru,động từ,theo; nghe theo; noi; nối tiếp,,"to follow (a road, path, etc.); to trace",N1
絶える,たえる,taeru,động từ,dứt; dợ; tạnh; đình chỉ,,to die out; to peter out; to become extinct,N1
耐える,たえる,taeru,động từ,chịu đựng; cắn răng; hàm; chịu,,to bear; to stand; to endure,N1
他方,たほう,tahou,danh từ,người ngợm; mống; ai; dặt,,one (esp. of two); the other; one way,N1
対談,たいだん,taidan,động từ,nói chuyện; đối thoại; hội thoại; chuyện trò,,talk; dialogue; conversation,N1
大概,たいがい,taigai,trạng từ,chủ yếu; bình thường; đại thể; đại để,,generally; mainly; usually,N1
待遇,たいぐう,taiguu,động từ,chữa trị; công ơn; ăn; tính tiền,,treatment; reception; service,N1
退治,たいじ,taiji,động từ,địch hoạ,,extermination; elimination; eradication,N1
体格,たいかく,taikaku,danh từ,thể chất; vóc dáng; tướng; con,,build; physique; frame,N1
体験,たいけん,taiken,động từ,kinh qua; nếm trải; trải nghiệm; chứng nghiệm,,(practical) experience; personal experience; hands-on experience,N1
対抗,たいこう,taikou,động từ,phản đối; trận đấu; tranh tài; chinh chiến,,opposition; rivalry; competition,N1
怠慢,たいまん,taiman,danh từ,phóng túng; sơ suất; bỏ bê; chểnh mảng,,negligence; neglect; carelessness,N1
対面,たいめん,taimen,động từ,đối địch,,meeting face-to-face; seeing in person,N1
タイミング,,taimingu,danh từ,thời điểm,,timing,N1
タイム,,taimu,danh từ,hồi; thời gian; giờ giấc; thời,,"time (for, to do)",N1
タイムリー,,taimuri,tính từ na,kịp thời; hợp thời; đúng điệu,,timely; well-timed,N1
滞納,たいのう,tainou,động từ,khuyết tịch,,falling behind (with a payment); being in arrears; non-payment,N1
対応,たいおう,taiou,động từ,thông điệp; thư tín; bưu điện; tương xứng,,correspondence (to); equivalence,N1
タイル,,tairu,danh từ,ngói; gạch,,tile,N1
体力,たいりょく,tairyoku,danh từ,khí thế; sức mạnh; sức; sức vóc,,physical strength; power; stamina,N1
態勢,たいせい,taisei,danh từ,thái độ; thái; hành trang; kiểu,,attitude; posture; preparedness,N1
大衆,たいしゅう,taishuu,danh từ,quần chúng; đại chúng; bách tính; trăm họ,,general public; the masses,N1
対等,たいとう,taitou,danh từ,đẳng thức; bình đẳng,,equality (esp. of status); equal footing; equal terms,N1
対話,たいわ,taiwa,động từ,đối thoại; nói chuyện; lèo lái; hội thoại,,dialogue; conversation; talk,N1
丈,たけ,take,danh từ,vóc; chiều cao; cao trình; cao điểm,,height; stature,N1
巧み,たくみ,takumi,tính từ na,xảo diệu; trí xảo; láu; khéo,,skillful; adroit; dexterous,N1
魂,たましい,tamashii,danh từ,linh hồn; tâm hồn; tinh thần; tâm thần,,soul; spirit; mind,N1
保つ,たもつ,tamotsu,động từ,nắm giữ; cầm; bảo trì; giữ gìn,,to keep; to preserve; to hold,N1
単調,たんちょう,tanchou,tính từ na,đơn điệu,,monotony; monotone; dullness,N1
短大,たんだい,tandai,danh từ,trường cao đẳng,,junior college; vocationally oriented post-secondary institution offering two or three-year programs,N1
単独,たんどく,tandoku,tính từ,một; duy nhất; độc quyền; đơn thân,,sole; single; solo,N1
種,たね,tane,danh từ,giống má; hạt giống; hạt; cốt lõi,,seed (e.g. of a plant); pip; kernel,N1
単一,たんいつ,tanitsu,tính từ na,một; đơn thân; đơn lẻ; độc thân,,single; simple; sole,N1
担架,たんか,tanka,danh từ,băng ca; cáng; kiệu; lứa,,stretcher; litter; gurney,N1
探検,たんけん,tanken,động từ,viễn chinh,,exploration; expedition,N1
短縮,たんしゅく,tanshuku,động từ,teencode,,shortening; contraction; reduction,N1
炭素,たんそ,tanso,danh từ,cacbon,,carbon (C),N1
タレント,,tarento,danh từ,tài lẻ; tài năng; thân thủ; thiên tư,,(TV or radio) entertainer; television personality; radio personality,N1
垂れる,たれる,tareru,động từ,lủng lẳng; thõng; mắc; ngoắc,,to hang; to droop; to dangle,N1
弛む,たるむ,tarumu,động từ,buông lỏng; nới; thõng; nới lỏng,,to slacken; to loosen; to relax,N1
足し算,たしざん,tashizan,danh từ,cộng trừ nhân chia; phép cộng,,addition,N1
達成,たっせい,tassei,động từ,thành tích; thành tựu; trò trống; cơm cháo,,achievement; attainment; accomplishment,N1
達者,たっしゃ,tassha,tính từ na,mạnh khoẻ; kiện khang; khoẻ; vô dạng,,in good health; healthy; well,N1
助け,たすけ,tasuke,danh từ,cứu tế; giúp; giúp đỡ; trợ giúp,,assistance; help; aid,N1
叩く,たたく,tataku,động từ,đánh; đập; tẩn; kích động,,to strike; to hit; to beat,N1
